e_form,e_hull,mu_b,gap pbe,a,alpha,beta,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-1.409,1.26,0.799,0.0,4.0,90.0,90.0,8.0,43.0,35.0,17.6,11.52,8.0,11.0,87.0,76.0,65.0,26.4,87.0,15.9994,98.0,82.0006,38.1908224,26.629706880000004,15.9994,54.8,2430.0,2375.2,881.68,992.2560000000001,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,170.0,104.0,103.0,44.4,66.0,1.36,3.44,2.08,2.716,0.8687999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.2,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,5.6,1.0400000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,22.235,13.129999999999999,12.767,4.394399999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.2700000000000001e-06,2.032e-06,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.406,0.644,0.0,0.0,4.012,90.0,90.0,8.0,67.0,59.0,27.6,23.52,8.0,33.0,87.0,54.0,71.8,18.240000000000002,87.0,15.9994,164.93032,148.93092,64.159344,57.7919328,15.9994,54.8,1747.0,1692.2,629.2660000000001,689.3592000000001,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,192.0,126.0,107.0,49.2,66.0,1.23,3.44,2.21,2.696,0.8927999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,6.0,13.0,7.0,8.4,2.88,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,1.0,3.0,2.0,2.0,0.4,2.0,9.105,30.7333333333,21.6283333333,14.875666666659999,6.924799999991999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-1.406,1.15,-0.225,0.0,4.324,90.0,90.0,8.0,64.0,56.0,23.6,18.72,8.0,27.0,87.0,60.0,71.4,18.72,87.0,15.9994,157.25,141.2506,54.12564,45.751487999999995,15.9994,54.8,1586.0,1531.2,488.616,520.5791999999999,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,196.0,130.0,103.2,44.64,66.0,1.2,3.44,2.24,2.634,0.9672000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,6.0,12.0,6.0,8.0,2.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,16.0,16.0,4.4,4.640000000000001,2.0,9.105,32.05,22.944999999999997,14.665000000000001,6.953999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,0,0,0,0.0
-1.406,1.962,0.2,0.0,4.249,90.0,90.0,8.0,67.0,59.0,21.0,18.4,8.0,33.0,87.0,54.0,74.4,16.559999999999995,87.0,15.9994,164.93032,148.93092,48.202804,46.6910064,15.9994,54.8,1747.0,1692.2,719.6800000000001,797.856,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,192.0,126.0,100.2,41.04,66.0,1.23,3.44,2.21,2.69,0.9,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,4.0,13.0,9.0,7.0,2.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,4.0,2.0,2.6,0.72,2.0,9.105,30.7333333333,21.6283333333,15.697666666660002,7.911199999992,9.105,0.0,0.773,0.773,0.15460000000000002,0.24736000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,91.4,95.28,12.0,0,0,0,0.0
-1.405,1.003,0.797,0.0,4.216,90.0,90.0,8.0,93.0,85.0,39.4,37.67999999999999,8.0,22.0,87.0,65.0,70.8,19.520000000000003,87.0,15.9994,237.0,221.0006,97.11764000000001,97.34188800000001,15.9994,54.8,917.0,862.2,263.14399999999995,261.54239999999993,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,190.0,124.0,104.0,45.6,66.0,1.36,3.44,2.08,2.7359999999999998,0.8448,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,14.0,14.0,3.6,4.32,0.0,6.0,26.0,20.0,10.2,6.319999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,19.0,19.0,5.0,5.6,2.0,9.105,25.2375862069,16.1325862069,14.20126724138,6.115520689656,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,52.8,48.96,12.0,-2,5,7,3.6839419880650364
-1.405,0.654,0.8,0.0,3.796,90.0,90.0,8.0,31.0,23.0,16.0,9.6,8.0,52.0,87.0,35.0,77.4,11.52,87.0,15.9994,69.723,53.7236,34.531849,22.2389388,15.9994,54.8,1519.0,1464.2,397.262,448.6952,54.8,7.0,16.0,9.0,13.6,2.88,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,139.0,73.0,91.8,30.96,66.0,1.55,3.44,1.89,2.7359999999999998,0.8448,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,7.6,2.1599999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,18.8575,9.752500000000001,11.33201724138,3.0101931034480005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,217.0,205.0,63.4,61.67999999999999,12.0,-2,3,5,3.2732683535398857
-1.404,0.278,0.352,0.0,5.541,90.0,90.0,8.0,50.0,42.0,23.4,18.48,8.0,53.0,87.0,34.0,78.8,10.320000000000002,87.0,15.9994,118.71,102.7106,52.94163999999999,44.330687999999995,15.9994,54.8,2430.0,2375.2,619.896,724.0416,54.8,7.0,16.0,9.0,13.8,2.7199999999999998,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,147.0,81.0,96.8,36.96,66.0,1.9,3.44,1.54,2.836,0.7248,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,7.8,2.4799999999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.2,2.0,9.105,33.285,24.179999999999996,14.976999999999999,7.323199999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,74.2,74.64000000000001,12.0,-2,4,6,3.3806170189140663
-1.404,1.022,0.128,0.0,3.892,90.0,90.0,8.0,76.0,68.0,24.2,20.72,8.0,11.0,87.0,76.0,65.8,25.44,87.0,15.9994,190.23,174.23059999999998,56.63682239999999,53.43727104,15.9994,54.8,3306.0,3251.2,1056.8799999999999,1202.4959999999999,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,170.0,104.0,102.4,43.68,66.0,1.36,3.44,2.08,2.7760000000000002,0.7967999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.4,1.8399999999999999,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,22.0,19.0,8.6,5.359999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.6,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,22.235,13.129999999999999,12.728,4.3476,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.2700000000000001e-06,2.032e-06,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.403,1.226,0.614,0.0,3.987,90.0,90.0,8.0,73.0,65.0,34.0,31.2,8.0,48.0,87.0,39.0,71.4,18.72,87.0,15.9994,180.94788,164.94848,81.978792,79.1752704,15.9994,54.8,3290.0,3235.2,1348.8799999999999,1552.896,54.8,5.0,16.0,11.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,170.0,104.0,107.6,49.92,66.0,1.5,3.44,1.94,2.664,0.9311999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,14.0,14.0,5.6,6.719999999999999,0.0,6.0,19.0,13.0,11.2,6.24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,2.4,2.0,9.105,18.12,9.015,12.711000000000002,4.3272,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,-2,3,5,3.5355339059327378
-1.403,0.327,0.0,0.0,3.961,90.0,90.0,8.0,80.0,72.0,29.2,25.439999999999998,8.0,50.0,87.0,37.0,76.4,12.719999999999999,87.0,15.9994,200.59,184.5906,68.90964,63.49228800000001,15.9994,54.8,2896.0,2841.2,658.9440000000001,894.8224000000002,54.8,6.0,16.0,10.0,13.2,3.3600000000000003,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,154.0,88.0,96.8,36.96,66.0,2.0,3.44,1.44,2.896,0.6527999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,26.0,20.0,10.0,6.4,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.4,1.44,2.0,9.105,25.2375862069,16.1325862069,13.64851724138,5.452220689656,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.2,89.04,12.0,-2,4,6,3.3806170189140663
-1.402,0.677,0.247,0.0,4.373,90.0,90.0,8.0,80.0,72.0,33.6,30.720000000000006,8.0,27.0,87.0,60.0,71.8,18.240000000000002,87.0,15.9994,200.59,184.5906,81.16764,78.20188800000001,15.9994,54.8,1586.0,1531.2,396.94399999999996,475.6224,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,196.0,130.0,105.2,47.04,66.0,1.2,3.44,2.24,2.7039999999999997,0.8832000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,14.0,14.0,4.2,5.040000000000001,0.0,6.0,26.0,20.0,10.8,6.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,16.0,16.0,4.4,4.640000000000001,2.0,9.105,32.05,22.944999999999997,16.92051724138,9.378620689656,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,0,0,0,0.0
-1.402,0.307,0.6,0.634,5.379,90.0,90.0,8.0,81.0,73.0,25.8,22.080000000000002,8.0,49.0,87.0,38.0,77.2,11.76,87.0,15.9994,204.3833,188.38389999999998,60.875519999999995,57.403112,15.9994,54.8,2180.0,2125.2,584.28,638.288,54.8,6.0,16.0,10.0,13.4,3.12,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,145.0,79.0,96.4,36.480000000000004,66.0,1.62,3.44,1.8199999999999998,2.72,0.8639999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,27.0,21.0,10.2,6.719999999999999,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,9.105,26.91,17.805,13.083000000000002,5.530800000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,5,7,3.6839419880650364
-1.4,0.855,0.215,0.0,4.51,90.0,90.0,8.0,58.0,50.0,26.0,21.6,8.0,15.0,87.0,72.0,69.2,21.68,87.0,15.9994,140.116,124.11660000000002,60.10504000000001,52.92676800000002,15.9994,54.8,1071.0,1016.2,365.924,373.3488,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,204.0,138.0,109.2,51.84000000000001,66.0,1.12,3.44,2.32,2.6260000000000003,0.9767999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,1.0,1.0,0.2,0.32,0.0,4.0,12.0,8.0,6.8,2.0799999999999996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,13.0,13.0,2.6,4.16,0.0,0.0,22.0,22.0,5.6,6.56,2.0,9.105,37.24,28.135,16.81,9.246,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.398,1.944,0.399,0.0,4.188,90.0,90.0,8.0,73.0,65.0,33.0,30.0,8.0,35.0,87.0,52.0,68.8,21.84,87.0,15.9994,180.94788,164.94848,79.24101599999999,75.88993919999999,15.9994,54.8,3290.0,3235.2,1044.8799999999999,1188.096,54.8,3.0,16.0,13.0,11.2,5.76,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,189.0,123.0,111.4,54.48,66.0,1.24,3.44,2.2,2.612,0.9936,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,14.0,14.0,5.2,6.24,0.0,6.0,19.0,13.0,10.2,5.04,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,2.0,2.0,0.4,0.64,0.0,2.0,7.0,5.0,3.0,1.6,2.0,9.105,30.585,21.48,15.203999999999999,7.3188,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-1.397,0.118,0.418,0.0,5.421,90.0,90.0,8.0,48.0,40.0,23.0,18.0,8.0,53.0,87.0,34.0,76.8,12.24,87.0,15.9994,112.411,96.4116,51.68184,42.818928,15.9994,54.8,2430.0,2375.2,637.724,716.9104,54.8,7.0,16.0,9.0,13.4,3.12,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,147.0,81.0,97.8,38.160000000000004,66.0,1.69,3.44,1.75,2.782,0.7896,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,7.4,1.8400000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,19.495,10.39,12.219,3.7367999999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.396,0.841,0.875,0.0,4.01,90.0,90.0,8.0,43.0,35.0,21.6,16.32,8.0,47.0,87.0,40.0,72.2,17.759999999999998,87.0,15.9994,98.0,82.0006,47.780916000000005,38.1378192,15.9994,54.8,2750.0,2695.2,1068.8799999999999,1216.896,54.8,5.0,16.0,11.0,12.0,4.8,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,164.0,98.0,101.8,42.96,66.0,1.6,3.44,1.8399999999999999,2.7640000000000002,0.8111999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.8,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,0.4,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,2.2,2.6399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,9.105,18.18,9.075,11.956,3.4212,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-1.395,1.171,0.003,0.0,4.23,90.0,90.0,8.0,67.0,59.0,28.6,24.72,8.0,33.0,90.0,57.0,76.8,17.520000000000003,87.0,15.9994,164.93032,148.93092,68.10570399999999,62.52756479999999,15.9994,54.8,1747.0,1692.2,526.812,566.4144,54.8,3.0,16.0,13.0,13.4,4.159999999999999,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,192.0,126.0,105.6,47.519999999999996,66.0,1.23,3.44,2.21,2.73,0.852,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.2,1.2799999999999998,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,6.0,16.0,10.0,9.4,4.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,3.0,1.0,2.2,0.3200000000000001,2.0,9.105,34.7633333333,25.658333333299996,18.562333333319998,11.348799999984,9.105,0.0,0.464,0.464,0.09280000000000001,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,76.4,77.28,12.0,0,0,0,0.0
-1.395,0.575,0.0,0.0,4.219,90.0,90.0,8.0,80.0,72.0,32.6,29.520000000000003,8.0,17.0,87.0,70.0,69.8,21.12,87.0,15.9994,200.59,184.5906,77.89917,74.279724,15.9994,54.8,1204.0,1149.2,320.544,353.3824,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,203.0,137.0,106.6,48.72,66.0,1.13,3.44,2.31,2.69,0.9,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,3.4,4.24,0.0,5.0,26.0,21.0,9.8,6.480000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,0.0,11.0,11.0,3.4,3.04,2.0,9.105,35.675,26.569999999999997,17.64551724138,10.248620689655999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,4,6,3.3806170189140663
-1.394,1.262,0.06,0.0,4.508,90.0,90.0,8.0,59.0,51.0,26.8,22.560000000000002,8.0,17.0,87.0,70.0,72.6,22.240000000000002,87.0,15.9994,140.90765,124.90825,62.13316999999999,55.360524,15.9994,54.8,1204.0,1149.2,454.436,479.56319999999994,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,203.0,137.0,108.0,50.4,66.0,1.13,3.44,2.31,2.7,0.8879999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,3.0,3.0,0.6,0.96,0.0,5.0,15.0,10.0,7.6,2.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,2.0,11.0,9.0,4.0,2.8,2.0,9.105,35.675,26.569999999999997,18.91,11.766,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,3,5,3.2732683535398857
