e_form,mu_b,vpa,gap pbe,a,alpha,beta,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-3.136,0.858,14.138,0.0,6.1,90.0,90.0,90.0,3.01,8.0,93.0,85.0,31.4,28.079999999999995,8.0,22.0,87.0,65.0,65.4,25.919999999999998,87.0,15.9994,237.0,221.0006,75.24444,71.094048,15.9994,54.8,2128.0,2073.2,641.88,704.496,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,190.0,124.0,112.6,55.92,66.0,1.33,3.44,2.11,2.6020000000000003,1.0055999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,4.0,4.0,0.8,1.28,0.0,4.0,7.0,3.0,5.8,0.7200000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.4,4.08,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,19.0,17.0,6.6,5.5200000000000005,2.0,9.105,23.195,14.09,13.792750000000002,5.6253,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.4,55.67999999999999,12.0,0,0,0,0.0
-3.136,0.0,15.905,1.935,4.3,90.0,90.0,90.0,4.567,8.0,58.0,50.0,24.2,19.439999999999998,8.0,12.0,87.0,75.0,57.6,35.279999999999994,87.0,15.9994,140.116,124.11660000000002,55.40401000000001,47.285532,15.9994,54.8,1799.0,1744.2,606.88,662.496,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,204.0,138.0,118.4,62.879999999999995,66.0,1.12,3.44,2.32,2.532,1.0896000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,1.0,1.0,0.2,0.32,0.0,3.0,6.0,3.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,13.0,13.0,2.6,4.16,0.0,2.0,22.0,20.0,7.4,6.480000000000001,2.0,9.105,37.24,28.135,19.384,12.334800000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-3.132,0.199,15.06,0.0,5.913,90.0,90.0,90.0,-0.954,8.0,64.0,56.0,30.2,26.639999999999997,8.0,25.0,87.0,62.0,62.6,29.279999999999994,87.0,15.9994,157.25,141.2506,71.44244,66.53164799999999,15.9994,54.8,1586.0,1531.2,569.08,617.1360000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,118.4,62.879999999999995,66.0,1.185,3.44,2.255,2.541,1.0788,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,6.0,10.0,4.0,7.4,1.6800000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,2.0,16.0,14.0,5.8,4.56,2.0,9.105,36.46,27.355,19.165,12.072,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-3.131,0.0,13.456,0.0,4.067,90.0,90.0,90.0,4.507,8.0,72.0,64.0,32.4,29.279999999999994,8.0,31.0,87.0,56.0,67.4,23.52,87.0,15.9994,178.49,162.4906,77.79764,74.157888,15.9994,54.8,2506.0,2451.2,871.0799999999999,979.5360000000001,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,192.0,126.0,113.0,56.4,66.0,1.22,3.44,2.2199999999999998,2.568,1.0463999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,14.0,14.0,4.8,5.76,0.0,6.0,18.0,12.0,9.6,4.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,31.24,22.134999999999998,16.151,8.4552,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,0,0,0,0.0
-3.13,0.2,13.152,1.054,5.688,90.0,90.0,90.0,-3.326,8.0,70.0,62.0,23.0,18.8,8.0,11.0,87.0,76.0,62.2,29.76,87.0,15.9994,173.054,157.0546,53.2016224,47.94095104,15.9994,54.8,1814.0,1759.2,614.08,671.1360000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,187.0,121.0,111.0,54.0,66.0,1.26,3.44,2.1799999999999997,2.588,1.0224,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,16.0,13.0,7.4,3.4400000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,34.12,25.014999999999997,16.734,9.1548,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.2700000000000001e-06,2.032e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-3.128,0.631,14.155,0.0,6.015,90.0,90.0,90.0,-3.025,8.0,92.0,84.0,37.6,35.52,8.0,20.0,87.0,67.0,65.2,26.160000000000004,87.0,15.9994,238.02891,222.02951,92.903422,92.28482640000001,15.9994,54.8,2506.0,2451.2,815.6800000000001,913.0560000000002,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,196.0,130.0,113.8,57.35999999999999,66.0,1.3,3.44,2.1399999999999997,2.6,1.008,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,14.0,14.0,3.4,4.24,0.0,6.0,18.0,12.0,8.4,3.8400000000000007,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.4,4.08,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,2.0,20.0,18.0,6.8,5.76,2.0,9.105,22.2,13.094999999999999,13.907999999999998,5.7635999999999985,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.6,55.92,12.0,0,0,0,0.0
-3.128,0.2,14.799,0.0,5.582,90.0,90.0,90.0,-3.424,8.0,71.0,63.0,31.6,28.320000000000004,8.0,25.0,87.0,62.0,65.4,25.919999999999998,87.0,15.9994,174.9668,158.9674,74.9858,70.78368,15.9994,54.8,1936.0,1881.2,639.08,701.1360000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,116.6,60.720000000000006,66.0,1.185,3.44,2.255,2.555,1.0619999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,4.2,5.040000000000001,0.0,6.0,17.0,11.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,9.0,7.0,4.4,2.88,2.0,9.105,36.46,27.355,18.528,11.307599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.0007190720000000001,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-3.123,0.0,15.136,2.014,4.23,90.0,90.0,90.0,4.502,8.0,68.0,60.0,30.8,27.360000000000003,8.0,23.0,87.0,64.0,63.8,27.839999999999996,87.0,15.9994,167.259,151.25959999999998,73.12344,68.54884799999999,15.9994,54.8,1770.0,1715.2,655.88,721.296,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,117.0,61.2,66.0,1.17,3.44,2.27,2.5460000000000003,1.0727999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,3.6,4.32,0.0,6.0,14.0,8.0,8.0,2.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,2.4,0.0,2.0,8.0,6.0,3.2,1.9200000000000004,2.0,9.105,33.23,24.124999999999996,18.226,10.9452,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,3,5,3.2732683535398857
-3.123,0.0,15.805,1.646,4.291,90.0,90.0,90.0,4.491,8.0,66.0,58.0,29.8,26.160000000000004,8.0,17.0,87.0,70.0,61.8,30.24,87.0,15.9994,162.5,146.5006,70.28117,65.13812399999999,15.9994,54.8,1685.0,1630.2,610.6800000000001,667.056,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,203.0,137.0,118.6,63.120000000000005,66.0,1.13,3.44,2.31,2.534,1.0872,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.6,3.12,0.0,5.0,12.0,7.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.0,3.6,0.0,2.0,11.0,9.0,4.2,2.72,2.0,9.105,35.675,26.569999999999997,18.845999999999997,11.689199999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-3.122,0.0,14.761,1.964,4.195,90.0,90.0,90.0,4.498,8.0,69.0,61.0,31.4,28.079999999999995,8.0,27.0,87.0,60.0,65.0,26.4,87.0,15.9994,168.93421,152.93481,74.836482,70.6044984,15.9994,54.8,1818.0,1763.2,713.6800000000001,790.6560000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,196.0,130.0,116.8,60.959999999999994,66.0,1.2,3.44,2.24,2.554,1.0632,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,13.0,13.0,4.0,4.8,0.0,6.0,15.0,9.0,8.6,3.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.6,2.16,0.0,1.0,16.0,15.0,4.6,4.56,2.0,9.105,32.05,22.944999999999997,17.829,10.468799999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-3.122,0.6,11.777,2.29,5.426,90.0,90.0,90.0,4.678,8.0,60.0,52.0,21.6,16.32,8.0,19.0,87.0,68.0,65.8,25.44,87.0,15.9994,144.242,128.24259999999998,48.84725999999999,39.417432,15.9994,54.8,2180.0,2125.2,727.6800000000001,807.456,54.8,3.0,16.0,13.0,11.4,5.5200000000000005,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,201.0,135.0,107.6,49.92,66.0,1.14,3.44,2.3,2.624,0.9792,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.4,2.88,2.0,9.105,34.81,25.705000000000002,14.663,8.058800000000002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-3.121,0.0,13.11,0.0,5.691,90.0,90.0,90.0,6.161,8.0,73.0,65.0,27.0,22.8,8.0,8.0,87.0,79.0,63.4,28.320000000000004,87.0,15.9994,180.94788,164.94848,63.313216,56.77657919999999,15.9994,54.8,3290.0,3235.2,900.8799999999999,1015.2959999999999,54.8,2.0,16.0,14.0,11.0,6.0,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,195.0,129.0,112.6,55.92,66.0,0.95,3.44,2.49,2.554,1.0632,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,19.0,17.0,7.8,4.4799999999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.6,1.7600000000000002,2.0,9.105,54.23,45.125,19.933,13.718799999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,-2,4,6,3.3806170189140663
-3.121,0.0,14.255,2.083,4.146,90.0,90.0,90.0,2.495,8.0,71.0,63.0,32.4,29.279999999999994,8.0,33.0,87.0,54.0,67.0,24.0,87.0,15.9994,174.9668,158.9674,77.57906399999999,73.89559679999999,15.9994,54.8,1936.0,1881.2,769.48,857.616,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,192.0,126.0,115.4,59.279999999999994,66.0,1.23,3.44,2.21,2.564,1.0512000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,5.0,6.0,0.0,6.0,17.0,11.0,9.6,4.32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,30.7333333333,21.6283333333,17.38266666666,9.933199999991999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.0007190720000000001,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-3.119,0.2,14.961,0.0,5.615,90.0,90.0,90.0,-2.593,8.0,69.0,61.0,31.2,27.839999999999996,8.0,25.0,87.0,62.0,64.6,26.880000000000003,87.0,15.9994,168.93421,152.93481,73.779282,69.3358584,15.9994,54.8,1818.0,1763.2,615.48,672.816,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,117.2,61.44000000000001,66.0,1.185,3.44,2.255,2.551,1.0668,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4.0,4.8,0.0,6.0,15.0,9.0,8.4,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.6,2.16,0.0,1.0,7.0,6.0,2.8,1.6799999999999997,2.0,9.105,36.46,27.355,18.711000000000002,11.5272,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-3.119,0.2,13.718,0.0,5.719,90.0,90.0,90.0,-6.992,8.0,60.0,52.0,21.2,15.839999999999998,8.0,19.0,87.0,68.0,64.6,26.880000000000003,87.0,15.9994,144.242,128.24259999999998,48.02144,38.488223999999995,15.9994,54.8,1941.0,1886.2,679.88,750.096,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,201.0,135.0,111.8,54.959999999999994,66.0,1.14,3.44,2.3,2.6,1.008,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,4.0,4.0,0.8,1.28,0.0,4.0,6.0,2.0,5.6,0.6400000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.8,3.3599999999999994,2.0,9.105,34.81,25.705000000000002,15.763,7.9896,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-3.118,0.0,14.898,0.0,6.08,90.0,90.0,90.0,-8.487,8.0,58.0,50.0,24.4,19.68,8.0,15.0,87.0,72.0,64.0,27.6,87.0,15.9994,140.116,124.11660000000002,55.86764000000001,47.841888000000004,15.9994,54.8,2128.0,2073.2,672.6800000000001,741.456,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,204.0,138.0,115.4,59.279999999999994,66.0,1.12,3.44,2.32,2.554,1.0632,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,1.0,1.0,0.2,0.32,0.0,4.0,6.0,2.0,5.2,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.4,4.08,0.0,0.0,13.0,13.0,2.6,4.16,0.0,2.0,22.0,20.0,7.2,6.24,2.0,9.105,37.24,28.135,17.55,10.134,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-3.114,0.2,16.684,2.986,6.179,60.0,60.0,60.0,4.513,8.0,92.0,84.0,30.6,27.120000000000005,8.0,4.0,87.0,83.0,57.0,36.0,87.0,15.9994,238.02891,222.02951,74.298982,69.9594984,15.9994,54.8,1408.0,1353.2,376.97200000000004,412.4112,54.8,1.0,16.0,15.0,10.4,6.719999999999999,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,220.0,154.0,122.8,68.16,66.0,0.82,3.44,2.62,2.504,1.1232,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,0.6,0.96,0.0,1.0,6.0,5.0,5.0,1.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,1.0,20.0,19.0,5.4,5.840000000000001,2.0,9.105,90.7225,81.61749999999999,27.6125,25.244,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,65.6,65.35999999999999,12.0,-2,5,7,3.6839419880650364
-3.113,0.002,19.466,0.0,4.6,90.0,90.0,90.0,3.724,8.0,90.0,82.0,40.6,39.120000000000005,8.0,14.0,87.0,73.0,58.2,34.56,87.0,15.9994,232.03806,216.03866,101.407252,102.48942240000001,15.9994,54.8,2023.0,1968.2,702.08,776.7360000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,4.0,2.4,2.0,66.0,215.0,149.0,123.8,69.35999999999999,66.0,1.1,3.44,2.34,2.544,1.0752,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.4,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.6,3.12,2.0,9.105,44.5125,35.4075,20.839499999999997,14.081399999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,0,0,0,0.0
