e_form,e_hull,mu_b,vpa,gap pbe,a,c,alpha,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-2.199,0.134,0.005,13.167,0.0,4.038,4.038,90.0,90.0,4.794,8.0,75.0,67.0,31.0,27.6,8.0,9.0,87.0,78.0,64.8,26.639999999999997,87.0,15.9994,186.207,170.20759999999999,74.30644,69.968448,15.9994,54.8,3459.0,3404.2,924.68,1043.8560000000002,54.8,2.0,16.0,14.0,11.4,5.5200000000000005,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,112.8,56.15999999999999,66.0,0.89,3.44,2.55,2.622,0.9815999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,21.0,19.0,8.2,5.119999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,63.59,54.485,21.112000000000002,16.9912,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-2.199,0.519,0.011,14.814,0.0,4.2,4.2,90.0,90.0,-1.227,8.0,63.0,55.0,30.0,26.4,8.0,25.0,87.0,62.0,62.2,29.76,87.0,15.9994,151.964,135.9646,70.38524,65.26300799999999,15.9994,54.8,1095.0,1040.2,470.88,499.296,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,118.8,63.35999999999999,66.0,1.185,3.44,2.255,2.5380000000000003,1.0823999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,6.0,9.0,3.0,7.2,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,2.0,7.0,5.0,4.0,2.4,2.0,9.105,36.46,27.355,20.047,13.1304,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,-2,3,5,3.5355339059327378
-2.199,-0.143,0.179,11.695,0.0,5.377,7.734,90.0,90.0,2.511,8.0,76.0,68.0,32.6,29.520000000000003,8.0,25.0,87.0,62.0,68.6,22.080000000000002,87.0,15.9994,190.23,174.23059999999998,78.03844,74.446848,15.9994,54.8,3306.0,3251.2,913.0799999999999,1029.9360000000001,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,108.0,50.4,66.0,1.185,3.44,2.255,2.741,0.8387999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,14.0,14.0,4.2,5.040000000000001,0.0,6.0,22.0,16.0,9.8,4.880000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,7.0,5.0,3.4,1.6799999999999997,2.0,9.105,36.46,27.355,15.572999999999999,8.3548,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-2.198,0.66,0.147,16.111,0.0,4.319,4.319,90.0,90.0,3.662,8.0,92.0,84.0,29.6,25.920000000000005,8.0,20.0,87.0,67.0,72.0,20.8,87.0,15.9994,238.02891,222.02951,71.73342199999999,66.8808264,15.9994,54.8,1408.0,1353.2,556.76,602.3520000000001,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,7.0,5.0,3.4,1.6799999999999997,2.0,66.0,196.0,130.0,102.8,44.160000000000004,66.0,1.38,3.44,2.06,2.742,0.8376000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,3.0,3.0,0.6,0.96,0.0,6.0,14.0,8.0,7.6,2.5599999999999996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,2.0,20.0,18.0,6.0,5.6,2.0,9.105,23.005,13.899999999999999,14.068999999999999,5.956799999999999,9.105,0.0,0.383,0.383,0.0766,0.12256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.8,64.08,12.0,-2,4,6,3.3806170189140663
-2.197,0.032,0.0,15.189,1.079,5.81,8.453,90.0,90.0,1.325,8.0,81.0,73.0,32.6,29.520000000000003,8.0,15.0,87.0,72.0,70.4,22.159999999999997,87.0,15.9994,204.3833,188.38389999999998,78.4995,75.00012,15.9994,54.8,1071.0,1016.2,362.48,369.216,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,204.0,138.0,109.4,52.08,66.0,1.12,3.44,2.32,2.612,0.9936,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,14.0,14.0,3.0,4.4,0.0,4.0,27.0,23.0,9.8,6.880000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,13.0,13.0,2.6,4.16,0.0,2.0,22.0,20.0,6.6,6.159999999999999,2.0,9.105,37.24,28.135,18.293,11.0256,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-2.197,0.146,0.0,14.143,0.215,5.718,8.244,90.0,90.0,2.866,8.0,63.0,55.0,27.8,23.76,8.0,25.0,90.0,65.0,75.2,20.08,87.0,15.9994,151.964,135.9646,65.51244,59.415648,15.9994,54.8,1095.0,1040.2,396.412,409.9343999999999,54.8,3.0,16.0,13.0,13.4,4.159999999999999,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,198.0,132.0,106.8,48.96,66.0,1.185,3.44,2.255,2.721,0.8628,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.2,1.2799999999999998,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,6.0,16.0,10.0,8.6,3.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,7.0,5.0,3.0,1.6,2.0,9.105,36.46,27.355,19.707666666659996,12.723199999992,9.105,0.0,0.464,0.464,0.09280000000000001,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,83.4,85.67999999999999,12.0,-2,4,6,3.3806170189140663
-2.195,0.002,0.8,10.664,0.0,5.287,5.287,60.9,60.9,1.132,8.0,26.0,18.0,14.0,7.2,8.0,7.0,87.0,80.0,64.6,26.880000000000003,87.0,15.9994,55.845,39.8456,28.78424,15.341808,15.9994,54.8,1811.0,1756.2,618.08,675.936,54.8,2.0,16.0,14.0,11.6,5.279999999999999,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,176.0,110.0,101.2,42.239999999999995,66.0,1.0,3.44,2.44,2.63,0.9719999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.6,1.4400000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,9.105,37.77,28.665000000000003,15.163,9.0428,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,98.0,103.2,12.0,0,0,0,0.0
-2.195,0.74,0.004,12.268,0.0,3.944,3.944,90.0,90.0,1.26,8.0,69.0,61.0,27.0,22.8,8.0,37.0,87.0,50.0,69.6,20.880000000000003,87.0,15.9994,168.93421,152.93481,62.578481999999994,55.8948984,15.9994,54.8,2896.0,2841.2,975.68,1105.056,54.8,3.0,16.0,13.0,11.4,5.5200000000000005,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,190.0,124.0,108.4,50.88,66.0,1.25,3.44,2.19,2.746,0.8328,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,13.0,13.0,2.6,4.16,0.0,6.0,15.0,9.0,7.8,2.88,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,6.0,5.0,2.6,1.36,2.0,9.105,29.78,20.675,14.556999999999999,6.542399999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-2.194,0.075,0.0,13.405,0.754,5.616,8.082,90.0,90.0,1.277,8.0,89.0,81.0,38.0,36.0,8.0,14.0,87.0,73.0,67.0,24.0,87.0,15.9994,227.0,211.0006,93.44304,92.932368,15.9994,54.8,2739.0,2684.2,845.28,948.576,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,215.0,149.0,110.8,53.75999999999999,66.0,1.1,3.44,2.34,2.724,0.8591999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.6,2.16,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,23.0,20.0,8.8,5.680000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,44.5125,35.4075,17.207500000000003,10.922000000000002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,-2,3,5,3.2732683535398857
-2.194,0.349,0.4,16.552,0.0,4.358,4.358,90.0,90.0,-0.757,8.0,69.0,61.0,22.4,18.639999999999997,8.0,3.0,87.0,84.0,60.2,32.160000000000004,87.0,15.9994,168.93421,152.93481,51.206142,47.091227200000006,15.9994,54.8,1818.0,1763.2,463.78599999999994,541.6856,54.8,1.0,16.0,15.0,10.4,6.719999999999999,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,203.0,137.0,118.2,62.64000000000001,66.0,0.82,3.44,2.62,2.478,1.1544,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.6,4.16,0.0,1.0,15.0,14.0,6.8,3.28,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,73.1066666667,64.00166666669999,26.040333333339998,20.322400000007995,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,0,0,0,0.0
-2.194,0.981,0.393,15.923,0.0,4.302,4.302,90.0,90.0,2.993,8.0,91.0,83.0,36.0,33.6,8.0,18.0,87.0,69.0,61.6,30.479999999999997,87.0,15.9994,231.03586,215.03646,87.59188200000001,85.9109784,15.9994,54.8,1845.0,1790.2,727.6800000000001,807.456,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,200.0,134.0,118.4,62.879999999999995,66.0,1.21,3.44,2.23,2.6060000000000003,1.0008,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,9.0,9.0,2.2,2.72,0.0,5.0,11.0,6.0,6.8,1.6799999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,12.0,12.0,3.4,4.08,0.0,2.0,21.0,19.0,6.4,5.840000000000001,2.0,9.105,31.7366666667,22.6316666667,16.84633333334,9.289600000007999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,73.8,74.16,12.0,0,0,0,0.0
-2.193,1.062,0.106,15.453,0.0,4.259,4.259,90.0,90.0,-2.044,8.0,64.0,56.0,30.2,26.639999999999997,8.0,25.0,87.0,62.0,62.6,29.279999999999994,87.0,15.9994,157.25,141.2506,71.44244,66.53164799999999,15.9994,54.8,1586.0,1531.2,569.08,617.1360000000001,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,118.4,62.879999999999995,66.0,1.185,3.44,2.255,2.541,1.0788,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,6.0,10.0,4.0,7.4,1.6800000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,2.8,3.3599999999999994,0.0,2.0,16.0,14.0,5.8,4.56,2.0,9.105,36.46,27.355,19.165,12.072,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-2.193,0.594,0.0,11.5,0.0,3.86,3.86,90.0,90.0,2.734,8.0,67.0,59.0,24.6,19.919999999999998,8.0,33.0,87.0,54.0,74.6,16.640000000000004,87.0,15.9994,164.93032,148.93092,57.113704,49.3371648,15.9994,54.8,1747.0,1692.2,624.5600000000001,683.7120000000001,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,192.0,126.0,102.0,43.2,66.0,1.23,3.44,2.21,2.712,0.8736,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,6.0,14.0,8.0,9.0,3.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,4.0,2.0,2.6,0.72,2.0,9.105,30.7333333333,21.6283333333,16.21066666666,8.526799999991999,9.105,0.0,0.383,0.383,0.0766,0.12256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-2.191,0.816,0.502,10.805,0.0,3.78,3.78,90.0,90.0,2.431,8.0,40.0,32.0,17.6,11.52,8.0,44.0,87.0,43.0,70.8,19.44,87.0,15.9994,91.224,75.22460000000001,38.24366,26.693111999999996,15.9994,54.8,2180.0,2125.2,894.4799999999999,1007.616,54.8,4.0,16.0,12.0,11.6,5.279999999999999,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,175.0,109.0,102.4,43.68,66.0,1.33,3.44,2.11,2.662,0.9335999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.4,1.6799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.6,0.6400000000000002,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.6,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.4,2.0,9.105,23.195,14.09,12.34,4.3420000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-2.188,1.049,0.0,13.369,1.454,4.058,4.058,90.0,90.0,4.313,8.0,72.0,64.0,22.0,20.0,8.0,45.0,87.0,42.0,76.8,12.720000000000002,87.0,15.9994,178.49,162.4906,50.91474,51.03010400000001,15.9994,54.8,2506.0,2451.2,871.4799999999999,980.016,54.8,4.0,16.0,12.0,13.2,3.6800000000000006,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,175.0,109.0,96.8,36.96,66.0,1.3,3.44,2.1399999999999997,2.7039999999999997,0.8832000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,4.0,18.0,14.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,22.2,13.094999999999999,13.991,5.8632,9.105,0.0,0.773,0.773,0.15460000000000002,0.24736000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,91.4,95.28,12.0,0,0,0,0.0
-2.188,1.007,0.001,12.87,0.0,4.007,4.007,90.0,90.0,1.059,8.0,90.0,82.0,37.6,35.52,8.0,16.0,87.0,71.0,65.6,25.68,87.0,15.9994,232.03806,216.03866,92.775252,92.1310224,15.9994,54.8,3695.0,3640.2,1176.48,1346.016,54.8,3.0,16.0,13.0,11.4,5.5200000000000005,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,206.0,140.0,113.2,56.64000000000001,66.0,1.3,3.44,2.1399999999999997,2.7960000000000003,0.7727999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,1.2,1.44,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,4.0,20.0,16.0,8.4,4.640000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.4,2.0,9.105,32.37,23.264999999999997,15.147,7.250399999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,-2,4,6,3.3806170189140663
-2.188,-0.088,0.167,11.096,0.0,5.182,7.574,90.0,90.0,1.732,8.0,76.0,68.0,34.0,31.2,8.0,39.0,87.0,48.0,71.4,18.72,87.0,15.9994,190.23,174.23059999999998,82.25644,79.508448,15.9994,54.8,3306.0,3251.2,912.4799999999999,1029.216,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,187.0,121.0,105.8,47.760000000000005,66.0,1.26,3.44,2.1799999999999997,2.7560000000000002,0.8207999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,14.0,14.0,5.6,6.719999999999999,0.0,6.0,22.0,16.0,11.2,6.24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,9.105,34.12,25.014999999999997,15.104999999999999,7.605999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,4,6,3.3806170189140663
-2.187,0.764,0.511,11.536,0.0,3.864,3.864,90.0,90.0,1.141,8.0,92.0,84.0,29.2,25.439999999999998,8.0,20.0,87.0,67.0,70.0,20.4,87.0,15.9994,238.02891,222.02951,70.28142199999999,67.09899519999999,15.9994,54.8,1408.0,1353.2,453.01599999999996,477.85920000000004,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,7.0,5.0,3.4,1.6799999999999997,2.0,66.0,196.0,130.0,103.2,44.64,66.0,1.38,3.44,2.06,2.67,0.924,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,3.0,3.0,0.6,0.96,0.0,6.0,12.0,6.0,7.2,1.9200000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,0.0,20.0,20.0,5.2,5.92,2.0,9.105,20.025,10.919999999999998,12.26,3.786,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.6,55.92,12.0,-2,4,6,3.3806170189140663
